Name,Sub-Sector,Market Cap,PE Ratio,6M Return,PB Ratio,PS Ratio,EV/EBITDA Ratio,Price / CFO,Dividend Yield,1Y Historical EPS Growth,Earnings Per Share
"Dollar Industries Ltd","Apparel & Accessories","3045.94","33.77","0.56","3.89","1.93","20.72","-","0.56","71.69","15.90"
"DCW Ltd","Commodity Chemicals","3044.52","194.41","91.82","2.95","1.61","17.20","12.08","-","-92.31","0.53"
"Deep Industries Ltd","Oil & Gas - Equipment & Services","3043.20","24.57","57.80","1.99","6.56","15.72","16.87","0.51","33.82","12.90"
"Foseco India Ltd","Specialty Chemicals","3041.30","41.67","40.25","10.61","5.95","27.26","53.26","0.52","58.74","114.29"
"Eveready Industries India Ltd","Batteries","3037.96","45.50","17.65","7.86","2.31","23.29","19.74","0.24","141.75","9.19"
"Summit Securities Ltd","Asset Management","3036.64","40.10","141.52","0.34","29.70","30.81","83.93","-","104.40","69.47"
"Apollo Micro Systems Ltd","Electronic Equipments","3036.09","97.56","-6.94","5.85","8.13","37.63","-","-","40.74","1.27"
"Oriental Hotels Ltd","Hotels Resorts & Cruise Lines","3023.68","60.89","27.89","4.89","7.48","29.38","33.39","0.30","-8.48","2.78"
"Saksoft Ltd","IT Services & Consulting","3019.82","31.40","3.46","5.97","3.93","19.77","25.88","0.27","16.92","7.65"
"Dredging Corporation of India Ltd","Dredging","3015.46","84.51","29.57","2.39","3.18","16.40","15.81","-","118.18","12.74"
"Prakash Industries Ltd","Iron & Steel","3008.93","8.64","0.46","1.00","0.74","5.56","5.00","0.71","82.79","19.44"
"Vakrangee Limited","Outsourced services","3001.51","690.00","21.72","18.52","13.93","101.33","96.48","-","369.21","0.04"
"Genesys International Corporation Ltd","IT Services & Consulting","2995.35","135.72","18.72","6.10","14.74","34.57","157.07","-","3.43","5.71"
"Motisons Jewellers Ltd","Apparel & Accessories Retailers","2993.74","92.89","84.47","9.12","7.18","48.41","-","-","15.39","3.94"
"Ram Ratna Wires Ltd","Electrical Components & Equipments","2985.40","57.15","97.64","6.91","1.00","23.64","21.58","0.74","74.48","11.87"
"KP Green Engineering Ltd","Heavy Electrical Equipment","2971.75","83.97","33.29","11.14","8.44","52.25","-","-","143.83","8.25"
"Huhtamaki India Ltd","Packaging","2967.63","7.24","19.68","2.58","1.00","4.88","10.85","1.27","725.20","54.24"
"Sagar Cements Ltd","Cement","2954.77","-68.15","6.41","1.46","1.15","13.39","7.38","0.31","-236.55","-3.32"
"PTC India Financial Services Ltd","Specialized Finance","2942.30","18.30","17.65","1.16","3.79","24.11","1.15","-","-8.57","2.50"
"Precision Camshafts Ltd","Auto Parts","2921.19","72.40","45.97","3.90","2.58","18.10","22.31","0.33","-12.81","4.25"
"Ajmera Realty & Infra India Ltd","Real Estate","2913.12","28.33","15.94","2.93","4.12","17.80","13.26","0.49","43.83","28.98"
"Pondy Oxides and Chemicals Ltd","Metals - Lead","2909.17","91.23","220.65","8.14","1.88","39.85","44.55","0.22","-59.24","13.16"
"Ashapura Minechem Ltd","Metals - Diversified","2908.29","10.13","-8.85","3.17","1.01","8.06","19.64","-","145.28","31.37"
"Stove Kraft Ltd","Home Electronics & Appliances","2906.08","85.12","104.55","6.62","2.13","25.97","25.81","0.28","-4.82","10.33"
"KCP Ltd","Cement","2903.95","15.40","33.27","1.63","1.00","6.69","27.58","0.44","351.72","14.63"
"John Cockerill India Ltd","Industrial Machinery & Supplies & Components","2901.93","134.04","63.57","13.73","4.31","85.95","170.10","0.12","-","43.85"
"Arkade Developers Ltd","Real Estate","2898.02","23.59","-7.86","8.95","4.55","17.38","28.49","-","141.88","8.08"
"Vishnu Chemicals Ltd","Diversified Chemicals","2889.75","28.59","51.37","3.72","2.36","14.28","42.81","-","111.77","16.14"
"Suven Life Sciences Ltd","Pharmaceuticals","2889.69","-27.50","18.78","10.70","71.74","-","-","-","23.43","-4.82"
"Somany Ceramics Ltd","Building Products - Ceramics","2884.81","29.78","15.64","3.43","1.10","12.54","7.33","0.43","37.86","23.21"
"Shanti Educational Initiatives Ltd","Education Services","2877.88","788.46","197.28","45.16","125.07","504.07","-","-","7.99","2.27"
"GTL Infrastructure Ltd","Telecom Infrastructure","2868.77","-4.21","26.86","-0.56","2.02","15.64","14.75","-","62.77","-0.53"
"Hindustan Oil Exploration Company Ltd","Oil & Gas - Exploration & Production","2867.03","12.66","9.88","2.44","3.58","8.25","23.37","-","16.68","17.12"
"ideaForge Technology Ltd","Aerospace & Defense Equipments","2845.59","62.84","-5.77","4.31","8.26","28.76","37.42","-","-8.47","14.10"
"Vadilal Industries Ltd","FMCG - Foods","2845.48","19.50","-1.86","5.24","2.50","12.91","14.82","-","51.57","203.05"
"Nilkamal Ltd","Plastic Products","2844.16","23.27","2.64","2.02","0.88","9.91","11.37","1.05","-8.72","81.92"
"SMS Pharmaceuticals Ltd","Pharmaceuticals","2819.34","56.58","53.70","5.26","3.95","25.27","56.25","0.12","805.81","5.89"
"KRN Heat Exchanger and Refrigeration Ltd","Electrical Components & Equipments","2817.37","72.11","-3.48","21.40","8.99","45.33","1020.79","-","-","8.47"
"Veritas (India) Ltd","Commodities Trading","2813.04","15.06","-21.14","1.12","0.72","11.90","50.40","0.00","97.08","69.69"
"Rajratan Global Wire Ltd","Iron & Steel","2806.11","39.07","-18.80","5.70","3.12","22.75","26.58","0.36","-28.24","14.15"
"Automotive Axles Ltd","Auto Parts","2798.36","16.84","0.64","3.19","1.25","10.37","10.76","1.73","2.56","109.95"
"Rane Holdings Ltd","Auto Parts","2796.88","22.60","60.14","2.39","0.78","18.09","11.98","1.28","98.76","86.69"
"Meghmani Organics Ltd","Commodity Chemicals","2786.01","-26.28","29.13","1.82","1.74","206.11","11.16","-","-144.61","-4.17"
"Shalby Ltd","Hospitals & Diagnostic Centres","2785.61","33.13","-3.25","2.76","2.92","15.47","142.12","-","24.53","7.83"
"Prataap Snacks Ltd","Packaged Foods & Meats","2774.33","52.21","24.24","3.81","1.71","19.01","21.90","0.17","159.32","22.46"
"Tinna Rubber and Infrastructure Ltd","Tires & Rubber","2765.56","68.64","106.99","21.64","7.55","42.73","46.75","0.31","84.82","23.52"
"Sri Adhikari Brothers Television Network Ltd","TV Channels & Broadcasters","2762.87","-129.90","1410.06","234.54","847.51","-","-","-","-15.87","-7.05"
"Unitech Ltd","Real Estate","2749.73","-0.83","-7.97","-0.55","5.33","-","182.22","-","-19.33","-12.72"
"Novartis India Ltd","Pharmaceuticals","2742.04","32.19","7.74","3.68","6.91","16.96","24.18","2.25","-17.58","34.50"
"Jyoti Structures Ltd","Power Transmission & Distribution","2741.98","95.04","34.55","-107.49","5.92","160.24","-","-","776.63","0.41"
"Confidence Petroleum India Ltd","Oil & Gas - Storage & Transportation","2731.02","26.94","-8.99","2.15","1.01","8.49","10.39","-","18.25","3.37"
"Stanley Lifestyles Ltd","Retail - Department Stores","2721.15","90.40","2.47","10.54","6.13","29.19","75.17","-","6.74","4.86"
"Premier Explosives Ltd","Commodity Chemicals","2709.56","95.54","26.18","12.23","9.82","43.79","34.32","0.10","309.83","5.28"
"DISA India Ltd","Industrial Machinery","2692.02","62.78","36.82","10.95","7.82","38.99","48.19","1.08","44.04","294.87"
"NRB Bearings Ltd","Industrial Machinery","2680.39","11.19","-13.26","3.06","2.03","7.22","23.27","1.48","154.77","24.70"
"Landmark Cars Ltd","Retail - Speciality","2673.49","47.73","-14.50","4.93","0.81","14.58","65.51","0.23","-37.52","13.84"
"ECOS (India) Mobility & Hospitality Ltd","Tour & Travel Services","2672.10","42.74","0.50","15.06","4.70","25.11","39.80","-","-94.38","20.43"
"Krsnaa Diagnostics Ltd","Hospitals & Diagnostic Centres","2670.52","46.99","41.66","3.30","4.20","17.24","109.67","0.30","-9.78","17.85"
"Interarch Building Products Ltd","Building Products - Prefab Structures","2666.13","30.91","41.30","6.00","2.04","19.13","32.71","-","7.97","58.64"
"SG Finserve Ltd","Investment Banking & Brokerage","2659.20","33.84","7.88","3.30","14.02","33.64","-","-","105.27","16.33"
"Baazar Style Retail Ltd","Retail - Speciality","2658.99","121.19","-11.20","12.36","2.71","21.71","23.82","-","330.20","3.14"
"Indo Tech Transformers Ltd","Heavy Electrical Equipments","2654.63","56.65","60.42","12.22","5.21","34.86","83.56","-","82.33","44.12"
"SBI Gold ETF","Gold","2644.09","-","5.10","-","-","-","-","0.00","-","-"
"Ge Power India Ltd","Construction & Engineering","2632.96","-15.37","23.23","38.26","1.49","-","15.22","-","61.11","-25.49"
"MM Forgings Ltd","Iron & Steel","2631.83","19.49","9.72","3.34","1.66","10.66","20.05","0.73","5.53","27.97"
"HLE Glascoat Ltd","Industrial Machinery","2617.64","88.17","-12.22","5.27","2.68","25.80","27.77","-","-57.48","4.35"
"Mayur Uniquoters Ltd","Textiles","2609.76","21.31","21.73","3.01","3.13","12.63","23.18","0.51","18.37","27.86"
"Venky's (India) Ltd","Packaged Foods & Meats","2598.97","32.87","4.19","1.90","0.69","15.78","31.71","0.38","12.20","56.14"
"Parag Milk Foods Ltd","FMCG - Foods","2593.67","28.63","4.78","2.84","0.82","14.41","26.17","2.30","52.88","7.66"
"SML Isuzu Ltd","Trucks & Buses","2585.65","23.97","-11.98","9.05","1.17","16.05","-","0.90","443.43","74.47"
"Aeroflex Industries Ltd","Iron & Steel","2584.21","61.91","37.73","8.82","8.03","37.47","58.63","0.13","289.75","3.43"
"Nippon India ETF Nifty 1D Rate Liquid BeES","Debt","2580.84","-","0.00","-","-","-","-","0.00","-","-"
"Welspun Specialty Solutions Ltd","Iron & Steel","2571.46","41.16","28.77","23.01","3.58","36.36","344.24","-","554.66","1.18"
"Sasken Technologies Ltd","Software Services","2566.27","32.60","9.88","3.27","5.38","24.75","43.23","1.47","-20.95","52.25"
"PSP Projects Ltd","Construction & Engineering","2565.81","20.86","-3.60","2.80","1.01","9.80","-","-","-6.80","34.16"
"RIR Power Electronics Ltd","Electronic Equipments","2562.75","365.06","109.06","40.78","37.30","217.07","1611.79","0.05","16.44","10.12"
"Goodyear India Ltd","Tires & Rubber","2552.89","26.91","-4.62","4.39","0.99","12.99","18.93","3.70","-22.80","41.12"
"Jubilant Industries Ltd","Diversified Chemicals","2549.88","90.65","36.47","10.88","2.03","35.36","33.61","-","-54.78","18.67"
"Accelya Solutions India Ltd","Software Services","2549.11","27.16","-6.83","9.01","4.90","14.32","16.33","3.81","-25.94","62.88"
"Xpro India Ltd","Plastic Products","2547.18","58.05","5.83","4.54","5.33","29.68","57.92","0.17","-13.65","21.81"
"Dr Agarwal's Eye Hospital Ltd","Hospitals & Diagnostic Centres","2531.80","54.61","65.43","16.11","7.81","28.47","28.20","0.05","25.57","98.64"
"Thejo Engineering Ltd","Construction & Engineering","2524.09","45.37","-13.49","9.26","4.49","24.36","48.72","0.13","70.74","51.83"
"Vindhya Telelinks Ltd","Telecom Equipments","2520.62","8.92","-11.51","0.63","0.59","5.81","5.71","0.71","52.56","238.55"
"Rashi Peripherals Ltd","Technology Hardware","2512.75","17.79","20.21","1.62","0.23","9.54","-","0.26","-11.08","26.23"
"Barbeque-Nation Hospitality Ltd","Restaurants & Cafes","2509.46","-187.27","13.05","6.22","1.97","13.80","11.38","-","-178.66","-3.44"
"Pennar Industries Ltd","Iron & Steel","2508.25","25.51","66.85","2.86","0.79","10.00","11.16","-","33.88","7.29"
"Kesar India Ltd","Real Estate Development","2504.27","231.02","201.20","83.48","46.38","162.30","271.91","-","1289.73","4.39"
"Updater Services Ltd","Business Support Services","2502.86","36.84","21.31","2.96","1.01","15.59","24.38","-","67.50","11.33"
"Dish TV India Ltd","Cable & D2H","2502.27","-1.27","-21.69","-0.91","1.33","6.26","3.70","-","-16.81","-10.68"
"BF Investment Ltd","Asset Management","2500.38","5.76","31.86","0.40","4.27","3.82","275.07","-","67.27","115.15"
"Sai Silks (Kalamandir) Ltd","Textiles","2492.87","24.71","-21.08","2.35","1.78","10.53","60.46","-","-7.08","7.54"
"IOL Chemicals and Pharmaceuticals Ltd","Commodity Chemicals","2484.71","18.48","7.72","1.54","1.15","9.10","8.57","1.18","-3.39","22.90"
"Hindware Home Innovation Ltd","Home Furnishing","2480.85","96.27","-14.94","4.09","0.87","12.76","10.30","0.12","-54.87","3.56"
"Dolat Algotech Ltd","Investment Banking & Brokerage","2479.31","15.76","44.86","3.13","6.58","11.54","-","0.18","35.63","8.94"
"TIL Ltd","Heavy Machinery","2475.60","9.75","78.19","78.37","6.66","11.46","-","-","476.27","94.32"
"Themis Medicare Ltd","Pharmaceuticals","2473.12","56.83","26.62","6.55","6.10","33.96","111.96","0.19","-23.53","4.73"
"NIBE Ltd","Textiles","2467.30","133.22","0.88","13.19","8.64","64.69","135.72","-","1005.46","14.82"
"Dreamfolks Services Ltd","Logistics","2443.55","35.41","-10.98","10.34","2.15","24.13","111.48","-","-5.55","13.11"
"Mold-Tek Packaging Ltd","Plastic Products","2442.99","36.69","-14.13","4.11","3.49","19.07","30.99","-","-19.67","20.05"
"Indian Hume Pipe Company Ltd","Water Management","2432.84","31.34","74.91","2.93","1.74","14.82","11.42","0.32","33.56","15.35"
"Lumax Industries Ltd","Auto Parts","2420.45","21.81","7.72","3.60","0.89","10.30","18.28","-","7.69","118.75"
"Siyaram Silk Mills Ltd","Textiles","2403.03","13.01","13.01","2.11","1.13","7.92","18.69","2.08","-25.19","40.06"
"Spectrum Electrical Industries Ltd","Electrical Components & Equipments","2400.29","121.66","24.49","14.15","7.18","54.16","-","-","129.79","12.84"
"ESAF Small Finance Bank Limited","Private Banks","2387.47","5.61","-21.41","0.96","0.56","1.55","2.39","1.51","31.24","8.83"
"TechNVision Ventures Ltd","Software Services","2383.12","176.01","96.02","156.37","12.33","133.66","119.63","-","6054.55","21.58"
"Platinum Industries Ltd","Commodity Chemicals","2380.17","54.43","143.98","6.99","8.92","33.68","72.70","-","-1.43","9.19"
"Centum Electronics Ltd","Electronic Equipments","2375.66","1334.64","3.97","12.08","2.16","28.75","11.12","0.33","-81.88","1.38"
"Gandhar Oil Refinery (INDIA) Ltd","Oil & Gas - Refining & Marketing","2373.25","16.89","13.27","1.94","0.58","8.35","-","0.21","-33.79","15.80"
"Insecticides (India) Ltd","Fertilizers & Agro Chemicals","2370.16","23.15","48.41","2.34","1.20","13.90","12.90","0.37","61.94","34.59"
"Panama Petrochem Ltd","Specialty Chemicals","2359.25","12.09","21.13","2.14","0.99","8.39","-","1.79","-16.23","32.26"
"EIH Associated Hotels Ltd","Hotels Resorts & Cruise Lines","2357.63","29.10","2.24","5.09","5.93","17.16","30.41","0.78","25.40","13.30"
"Ador Welding Ltd","Industrial Machinery","2354.86","37.27","-8.47","6.50","2.63","22.77","68.26","1.07","6.58","46.47"
"Federal-Mogul Goetze (India) Ltd","Auto Parts","2347.68","18.50","12.07","1.98","1.36","7.42","14.70","2.06","25.79","22.81"
"Alpex Solar Ltd","Renewable Energy Equipment & Services","2347.49","88.32","101.42","17.93","5.61","54.25","-","-","180.53","17.45"
"TTK Healthcare Ltd","Pharmaceuticals","2347.05","37.35","7.95","2.34","2.88","15.96","-","0.60","-90.18","44.47"
"DEN Networks Ltd","Cable & D2H","2344.26","13.35","-4.71","0.65","1.89","-","32.97","-","-37.97","3.68"
"Paramount Communications Ltd","Cables","2341.29","27.35","-5.71","3.74","2.17","24.33","-","-","39.91","3.44"
"Ugro Capital Ltd","Investment Banking & Brokerage","2340.24","19.61","-0.76","1.63","2.16","30.54","-","-","160.83","14.84"
"Vidhi Specialty Food Ingredients Ltd","Commodity Chemicals","2339.92","64.20","2.11","8.35","7.68","40.19","36.87","-","-3.32","7.30"
"Sanstar Ltd","Agro Products","2324.71","34.82","10.17","9.16","2.15","21.74","81.28","-","-45.43","7.92"
"Vardhman Special Steels Ltd","Iron & Steel","2314.21","25.26","19.31","3.22","1.37","13.88","16.25","0.70","-8.98","11.26"
"EFC (I) Ltd","Distributors","2313.87","39.90","23.26","5.36","5.40","13.23","79.49","-","499.25","13.82"
"Mangalam Cement Ltd","Cement","2312.66","38.73","-0.90","2.85","1.31","11.13","12.67","0.18","248.42","21.72"
"Agro Tech Foods Ltd","Packaged Foods & Meats","2306.79","221.59","31.26","4.61","3.02","60.80","36.84","-","-30.97","4.27"
"Orient Green Power Company Ltd","Renewable Energy","2306.18","60.06","1.56","2.95","7.76","14.81","9.24","-","4.31","0.40"
"Nitin Spinners Ltd","Textiles","2304.18","17.52","18.07","2.01","0.79","9.60","14.09","0.61","-20.20","23.40"
"Antony Waste Handling Cell Ltd","Environmental Services","2299.95","26.68","61.33","3.20","2.57","13.90","16.45","-","26.42","30.43"
"India Pesticides Ltd","Fertilizers & Agro Chemicals","2290.37","38.07","-12.68","2.77","3.29","21.66","19.99","0.38","-57.99","5.22"
"Omaxe Ltd","Real Estate","2289.37","-5.69","27.93","3.78","1.40","-","2.32","-","-15.72","-22.01"
"Tatva Chintan Pharma Chem Ltd","Specialty Chemicals","2288.56","75.43","-19.21","3.10","5.71","29.70","23.34","0.20","-35.07","13.32"
"Systematix Corporate Services Ltd","Diversified Financials","2280.96","42.75","123.18","14.98","15.63","30.53","25.97","-","950.20","40.66"
"Dolphin Offshore Enterprises (India) Ltd","Oil & Gas - Equipment & Services","2279.06","409.17","55.11","10.30","181.60","881.44","645.63","-","-13.58","0.31"
"MIC Electronics Ltd","Electrical Components & Equipments","2270.81","36.73","124.39","18.62","35.94","107.91","-","-","41120.00","2.79"
"NIIT Ltd","Education Services","2265.29","59.05","58.43","2.18","6.15","24.30","245.16","-","1859.29","1.06"
"HMA Agro Industries Ltd","Packaged Foods & Meats","2264.98","22.51","-30.36","3.07","0.47","14.37","-","-","51.20","0.38"
"Elpro International Ltd","Real Estate","2264.24","26.48","40.44","1.41","7.90","18.24","16.09","-","78.35","5.04"
"Apollo Pipes Ltd","Building Products - Pipes","2261.97","52.83","-16.21","3.94","2.28","22.65","18.15","-","-","10.88"
"Owais Metal and Mineral Processing Ltd","Metals - Diversified","2252.80","145.72","132.04","32.97","28.01","96.47","-","0.16","2677.63","15.16"
"Igarashi Motors India Ltd","Auto Parts","2249.52","235.31","57.67","5.03","3.10","31.05","44.69","0.14","82.10","3.04"
"Media Matrix Worldwide Ltd","Advertising","2248.49","447.91","25.17","7.77","1.58","127.35","73.53","-","266.42","0.04"
"Universal Cables Ltd","Cables","2248.09","20.77","29.72","1.27","1.06","11.62","68.00","0.46","-8.39","31.19"
"Yasho Industries Ltd","Specialty Chemicals","2244.67","38.74","3.31","7.62","3.74","26.23","24.89","0.03","-14.62","50.83"
"Carysil Ltd","Home Furnishing","2242.84","38.75","-17.04","6.26","3.25","18.70","38.78","-","10.21","21.60"
"S.P.Apparels Ltd","Apparel & Accessories","2236.63","24.95","55.16","2.95","2.03","13.23","28.24","-","9.93","35.72"
"Rupa & Company Ltd","Apparel & Accessories","2231.86","31.98","7.10","2.33","1.81","17.20","14.34","-","29.87","8.73"
"Mukand Ltd","Iron & Steel","2225.09","21.67","-8.49","2.40","0.43","11.87","34.26","1.30","-40.21","7.11"
"Amrutanjan Health Care Ltd","Pharmaceuticals","2224.79","49.46","19.63","7.71","5.08","32.23","79.71","0.60","13.52","15.47"
"IFGL Refractories Ltd","Industrial Machinery","2211.55","27.08","-4.28","2.06","1.33","12.70","14.53","1.14","3.11","22.66"
"Axiscades Technologies Ltd","Construction & Engineering","2204.25","67.20","-16.73","3.72","2.28","16.24","27.93","-","694.49","8.17"
"Nelco Ltd","Communication & Networking","2202.43","93.05","29.04","17.82","6.82","35.56","49.06","0.23","19.24","10.37"
"IKIO Lighting Ltd","Electrical Components & Equipments","2199.41","36.31","-2.68","3.98","4.85","19.21","-","0.35","10.60","8.51"
"Everest Kanto Cylinder Ltd","Gas Distribution","2198.26","22.15","39.14","2.00","1.79","12.58","9.71","0.36","30.33","8.84"
"Tarsons Products Ltd","Health Care Equipment & Supplies","2188.11","51.32","-8.17","3.57","7.11","21.87","21.30","-","-","8.01"
"ICICI Prudential Nifty 50 ETF","Equity","2180.65","-","14.13","-","-","-","-","0.00","-","-"
"Fusion Finance Ltd","Consumer Finance","2180.20","4.31","-56.31","0.77","0.90","13.75","-","-","19.71","50.11"
"Sahasra Electronic Solutions Ltd","Electronic Equipments","2179.99","66.81","34.65","36.15","21.08","58.18","2294.73","0.56","1276.35","17.69"
"Apcotex Industries Ltd","Specialty Chemicals","2179.30","40.45","-9.36","4.18","1.92","19.08","54.20","1.31","-50.08","10.39"
"Unicommerce eSolutions Ltd","Software Services","2178.46","166.55","-0.08","31.61","19.91","107.48","362.47","-","101.00","2.23"
"Saraswati Commercial (India) Ltd","Specialized Finance","2169.57","20.89","290.17","3.09","16.90","17.59","65.78","-","788.62","1008.61"
"Panacea Biotec Ltd","Biotechnology","2154.49","-1841.45","149.87","2.55","3.47","47.54","-","-","96.48","-0.19"
"Astec Lifesciences Ltd","Fertilizers & Agro Chemicals","2145.68","-45.71","-14.15","5.81","4.63","-","209.95","0.14","-283.52","-23.94"
"Andrew Yule & Co Ltd","Tea & Coffee","2137.69","-45.03","-1.14","5.55","6.13","-","39.35","-","-471.36","-0.96"
"Rama Steel Tubes Ltd","Building Products - Pipes","2130.85","73.17","12.16","6.14","2.03","35.24","117.79","-","-1.29","0.20"
"Master Trust Ltd","Diversified Financials","2120.37","19.62","24.63","4.19","4.24","5.54","4.63","-","64.06","49.24"
"Satin Creditcare Network Ltd","Consumer Finance","2120.02","4.86","-23.31","0.88","0.95","14.47","-","-","7307.38","44.75"
"Alicon Castalloy Ltd","Auto Parts","2117.70","34.51","47.59","3.81","1.35","12.24","13.46","-","19.35","38.09"
"Cupid Ltd","FMCG - Personal Products","2117.59","53.13","-34.33","7.03","11.88","33.89","270.10","-","67.96","1.99"
"Pnb Gilts Ltd","Investment Banking & Brokerage","2113.86","30.46","9.29","1.59","1.34","212.11","-","0.85","189.88","3.86"
"JITF Infralogistics Ltd","Shipbuilding","2111.43","59.59","25.89","70.43","0.63","8.78","8.59","-","127.76","13.78"
"Syncom Formulations (India) Ltd","Pharmaceuticals","2110.19","83.34","63.32","7.32","7.62","47.27","-","-","20.95","0.27"
"Cantabil Retail India Ltd","Apparel & Accessories","2107.26","33.87","16.24","6.45","3.38","14.26","16.63","0.16","-8.57","7.53"
"Sangam (India) Ltd","Textiles","2106.86","51.61","-0.78","2.14","0.80","14.14","13.16","-","-70.97","8.57"
"PIX Transmissions Ltd","Industrial Machinery","2105.03","25.36","11.54","4.27","4.11","14.50","15.38","0.45","28.05","60.91"
"Sanghi Industries Ltd","Cement","2101.48","-4.68","-13.49","1.89","1.99","-","-","-","-35.84","-17.37"
"Jain Irrigation Systems Ltd","Agricultural & Farm Machinery","2091.93","-","-0.03","-","-","-","-","-","-","-"
"Ramco Industries Ltd","Cement","2091.23","19.78","7.33","0.51","1.38","13.17","15.53","0.31","-14.81","12.18"
"Windlas Biotech Ltd","Pharmaceuticals","2088.15","35.89","96.51","4.64","3.24","20.60","19.16","0.55","39.70","27.89"
"Knowledge Marine & Engineering Works Ltd","Marine Transportation","2085.13","53.57","38.94","12.29","12.51","39.57","60.58","-","-20.19","36.03"
"Som Distilleries and Breweries Ltd","Alcoholic Beverages","2078.77","24.03","-16.13","3.50","1.62","14.58","21.32","-","36.21","4.55"
"Ceinsys Tech Ltd","IT Services & Consulting","2076.28","59.31","96.08","8.87","7.74","33.42","42.34","0.20","10.06","22.04"
"Man Industries (India) Ltd","Building Products - Pipes","2066.99","19.66","-15.37","1.47","0.65","6.51","8.03","-","49.81","16.84"
"Uniparts India Ltd","Industrial Machinery","2065.92","16.57","-16.60","2.38","1.80","9.46","10.34","3.06","-39.50","27.78"
"Gocl Corporation Ltd","Commodity Chemicals","2064.69","42.79","-4.03","1.46","2.17","14.19","51.62","-","-77.15","9.73"
"HIL Ltd","Cement","2057.04","59.09","6.18","1.64","0.60","13.59","11.87","1.38","-64.22","46.01"
"Mercury Ev-Tech Ltd","Commodities Trading","2033.72","1016.86","35.84","40.59","90.27","598.74","-","-","-21.17","0.11"
"Andhra Paper Ltd","Paper Products","2033.44","5.99","3.77","1.07","1.07","2.41","6.38","1.96","-34.97","17.09"
"Seshasayee Paper and Boards Ltd","Paper Products","2033.00","7.51","3.90","1.06","1.09","3.59","10.06","1.55","-31.59","42.93"
"Navkar Corporation Ltd","Logistics","2017.86","-1166.39","27.19","1.02","4.58","36.94","32.62","-","-101.87","-0.11"
"Madhya Bharat Agro Products Ltd","Fertilizers & Agro Chemicals","2014.98","81.12","-2.87","5.74","2.43","21.32","13.52","-","-80.00","2.83"
"Salzer Electronics Ltd","Electrical Components & Equipments","2005.13","43.70","40.95","4.17","1.72","19.38","84.36","0.22","13.58","27.34"
"Ravindra Energy Ltd","Electrical Components & Equipments","2002.37","-38.82","92.60","12.12","13.67","-","32.89","-","-407.36","-3.42"
"Kiri Industries Ltd","Specialty Chemicals","1999.50","15.03","4.99","0.71","1.70","9.32","-","-","24.71","25.66"
"Sterling Tools Ltd","Industrial Machinery","1998.80","36.10","52.00","4.47","2.13","17.53","19.67","0.36","15.64","15.37"
"Jaiprakash Associates Ltd","Conglomerates","1993.13","-1.49","-62.06","-0.75","0.28","133.86","1.70","-","0.14","-5.46"
"Shriram Properties Ltd","Real Estate","1992.62","26.40","-2.87","1.56","2.02","12.12","9.01","-","14.16","4.44"
"Expleo Solutions Ltd","Software Services","1991.57","22.02","-0.55","3.26","2.05","11.67","28.78","-","-32.45","58.27"
"Wonder Electricals Ltd","Home Electronics & Appliances","1990.09","196.07","50.51","22.65","3.49","83.14","-","-","61.11","7.57"
"Kotak Gold Etf","Gold","1984.14","-","5.52","-","-","-","-","0.00","-","-"
"Hester Biosciences Ltd","Biotechnology","1982.10","104.98","48.42","6.54","6.20","32.25","41.18","0.26","-29.05","22.19"
"Tribhovandas Bhimji Zaveri Ltd","Precious Metals Jewellery & Watches","1980.90","36.40","137.38","3.29","0.86","16.76","49.91","0.59","35.37","8.16"
"Kilburn Engineering Ltd","Industrial Machinery","1971.30","39.01","19.42","7.75","5.92","25.25","75.91","0.42","-","12.08"
"Excel Industries Ltd","Fertilizers & Agro Chemicals","1969.64","115.86","70.98","1.38","2.29","31.24","27.22","0.35","-78.74","13.52"
"MSP Steel & Power Ltd","Iron & Steel","1969.48","137.25","78.26","3.38","0.68","16.51","11.56","-","128.37","0.37"
"Tanfac Industries Ltd","Diversified Chemicals","1967.92","37.49","-6.65","8.54","5.11","23.98","57.49","0.35","-6.48","52.62"
"Hariom Pipe Industries Ltd","Building Products - Pipes","1961.16","34.52","11.05","4.21","1.69","16.00","395.39","-","-2.96","20.12"
"B L Kashyap and Sons Ltd","Construction & Engineering","1960.43","37.33","32.66","3.95","1.56","18.27","24.88","-","137.22","2.33"
"BLS E-Services Ltd","IT Services & Consulting","1954.23","62.24","-28.90","4.46","6.31","34.02","99.45","-","2.14","3.99"
"Jagran Prakashan Ltd","Publishing","1949.53","10.61","-10.07","0.89","0.96","4.89","6.57","5.58","1.66","8.44"
"Capital India Finance Ltd","Diversified Financials","1947.24","167.29","77.85","2.95","2.79","80.87","16.15","-","128.00","1.50"
"D Link (India) Limited","Technology Hardware","1941.41","20.96","80.68","4.46","1.55","13.15","16.11","2.38","7.27","26.09"
"Deccan Gold Mines Ltd","Mining - Diversified","1933.70","-30.32","0.30","9.15","537.14","-","-","-","-1723.09","-4.65"
"Cosmo First Ltd","Packaging","1929.65","31.03","37.19","1.43","0.73","10.19","7.87","0.41","-74.02","23.69"
"Kody Technolab Ltd","Software Services","1925.07","393.68","254.73","51.89","82.83","254.37","-","-","-24.98","8.87"
"Advait Infratech Ltd","Electrical Components & Equipment","1923.80","87.93","13.37","25.69","9.09","49.73","-","0.08","287.94","21.45"
