Name,Sub-Sector,Market Cap,PE Ratio,6M Return,PB Ratio,PS Ratio,EV/EBITDA Ratio,Price / CFO,Dividend Yield,1Y Historical EPS Growth,Earnings Per Share
"UPL Ltd","Fertilizers & Agro Chemicals","39913.56","-33.26","7.32","1.22","0.92","15.74","21.91","0.19","-133.91","-15.99"
"Jubilant Foodworks Ltd","Restaurants & Cafes","39898.17","99.91","37.24","17.79","6.78","32.04","39.52","0.20","13.06","6.05"
"IPCA Laboratories Ltd","Pharmaceuticals","39725.01","72.58","18.27","5.14","5.03","31.11","42.05","0.26","16.13","21.57"
"Bharat Dynamics Ltd","Aerospace & Defense Equipments","39330.32","64.19","11.59","10.81","14.40","39.06","95.53","0.49","73.98","16.72"
"Blue Star Ltd","Home Electronics & Appliances","39069.89","94.16","30.37","14.95","4.01","54.27","135.09","0.37","0.24","20.84"
"Apar Industries Ltd","Electrical Components & Equipments","38974.91","47.24","26.63","10.05","2.40","23.46","-","0.53","26.25","210.39"
"Biocon Ltd","Biotechnology","38947.72","38.09","16.08","1.54","2.49","14.29","13.19","0.15","120.99","8.52"
"Bank of Maharashtra Ltd","Public Banks","38811.59","9.53","-21.77","1.95","1.65","1.85","3.35","2.55","52.34","5.90"
"3M India Ltd","Stationery","38157.10","65.40","13.83","17.77","8.94","43.97","59.34","2.02","29.35","517.89"
"L&T Finance Ltd","Consumer Finance","37453.95","16.14","-10.54","1.59","2.66","34.82","55.61","1.66","42.50","9.34"
"Gujarat Gas Ltd","Gas Distribution","37324.51","32.63","0.02","4.83","2.35","17.70","22.84","-","-25.17","16.61"
"Deepak Nitrite Ltd","Commodity Chemicals","37306.22","46.01","15.35","7.74","4.76","28.88","42.49","0.27","-4.82","59.45"
"AIA Engineering Ltd","Industrial Machinery","36982.86","32.57","3.12","5.55","7.20","20.92","40.97","0.41","7.54","120.39"
"360 One Wam Ltd","Investment Banking & Brokerage","36850.25","45.82","31.58","10.68","12.60","42.89","-","1.61","21.54","22.50"
"Cochin Shipyard Ltd","Shipbuilding","36848.41","47.04","11.88","7.36","8.90","28.10","-","-","242.74","39.70"
"Ajanta Pharma Ltd","Pharmaceuticals","36804.10","45.09","38.31","10.32","8.57","28.95","46.88","1.76","40.23","64.43"
"KEI Industries Ltd","Cables","36581.22","62.99","0.87","11.62","4.49","40.67","59.92","0.09","21.60","64.39"
"Cholamandalam Financial Holdings Ltd","Diversified Financials","36057.97","20.34","74.37","1.63","1.38","32.57","-","0.03","37.37","94.39"
"CRISIL Ltd","Stock Exchanges & Ratings","36029.88","54.72","17.47","16.46","11.14","35.82","46.17","1.10","16.47","90.09"
"Godfrey Phillips India Ltd","FMCG - Tobacco","35411.15","40.10","119.05","8.35","7.33","28.08","122.01","0.82","27.89","169.83"
"Kaynes Technology India Ltd","Electrical Components & Equipments","35009.73","191.01","108.08","14.07","18.82","108.16","499.14","-","64.52","30.03"
"Tata Investment Corporation Ltd","Asset Management","34219.12","88.89","-1.15","1.14","75.94","83.27","145.70","0.41","52.84","76.08"
"Ola Electric Mobility Ltd","Two Wheelers","34084.93","-21.51","-10.35","16.88","6.50","-","-","-","-7.63","-8.10"
"Multi Commodity Exchange of India Ltd","Stock Exchanges & Ratings","34033.88","409.50","66.23","24.69","44.84","237.07","65.34","-","-44.21","16.30"
"Godrej Industries Ltd","Diversified Chemicals","33892.41","565.16","17.64","2.24","1.87","23.58","-","-","-93.85","1.78"
"NLC India Ltd","Metals - Diversified","33750.74","18.20","5.41","1.74","2.22","10.49","6.00","-","32.84","13.37"
"Syngene International Ltd","Labs & Life Sciences Services","33573.28","65.83","19.37","7.89","9.38","30.21","32.22","0.15","9.65","12.70"
"Punjab & Sind Bank","Public Banks","33522.93","56.30","-18.38","2.16","3.07","24.05","19.17","0.40","-54.65","0.88"
"Endurance Technologies Ltd","Auto Parts","33505.19","49.24","27.62","6.73","3.24","23.35","31.70","0.36","41.89","48.38"
"Aditya Birla Fashion and Retail Ltd","Retail - Apparel","33344.82","-53.10","18.63","7.06","2.34","23.84","24.86","-","-1576.36","-6.40"
"LIC Housing Finance Ltd","Home Financing","33036.78","6.94","-10.52","1.05","1.21","46.30","-","1.50","64.63","86.52"
"Mahindra and Mahindra Financial Services Ltd","Consumer Finance","33032.24","17.09","1.56","1.65","2.06","44.69","-","2.35","-6.80","15.66"
"Dalmia Bharat Ltd","Cement","33024.32","39.98","-9.77","2.00","2.20","11.34","12.53","0.51","-20.23","44.06"
"BASF India Ltd","Diversified Chemicals","32892.76","58.40","113.40","10.20","2.38","33.58","40.75","0.20","-","130.13"
"J K Cement Ltd","Cement","32659.36","41.30","2.06","6.14","2.79","16.91","16.67","-","86.71","102.35"
"New India Assurance Company Ltd","Insurance","32602.38","29.20","-11.98","1.15","0.75","12.46","-","-","6.54","6.77"
"Brainbees Solutions Ltd","Retail - Apparel","32459.39","-118.35","-7.94","8.56","4.94","205.36","-","-","54.11","-6.41"
"Embassy Office Parks REIT","Real Estate","32216.06","33.42","6.78","1.38","8.10","15.31","12.43","7.81","90.54","10.17"
"Metro Brands Ltd","Footwear","32080.47","77.77","7.43","16.95","13.22","42.01","54.37","0.42","14.04","15.18"
"Star Health and Allied Insurance Company Ltd","Insurance","32048.88","37.93","-3.76","5.02","2.28","27.01","24.47","-","35.46","14.48"
"Go Digit General Insurance Ltd","Insurance","32008.71","176.18","13.58","11.87","4.40","160.41","18.60","-","406.48","2.08"
"IRB Infrastructure Developers Ltd","Construction & Engineering","31994.62","52.81","-22.49","2.33","3.90","12.75","7.89","0.91","362.69","1.00"
"Suven Pharmaceuticals Ltd","Pharmaceuticals","31823.17","105.98","93.68","15.52","28.59","66.42","88.77","-","-26.99","11.80"
"Apollo Tyres Ltd","Tires & Rubber","31361.28","18.21","1.52","2.26","1.23","7.67","9.12","1.22","64.64","27.11"
"Vedant Fashions Ltd","Textiles","31331.54","75.65","39.85","19.56","21.80","42.80","64.86","0.66","-3.51","17.06"
"Aditya Birla Real Estate Ltd","Textiles","31313.40","619.70","47.65","7.65","6.85","73.75","-","0.18","-81.41","4.52"
"KPR Mill Ltd","Textiles","30951.26","38.43","4.80","7.10","5.05","24.46","45.65","0.55","-0.75","23.56"
"Central Depository Services (India) Ltd","Stock Exchanges & Ratings","30939.32","73.82","40.59","20.53","34.10","52.07","80.17","0.74","51.88","20.05"
"Indraprastha Gas Ltd","Gas Distribution","30320.53","15.27","-3.42","3.14","2.08","9.18","19.79","-","21.07","28.36"
"Radico Khaitan Ltd","Alcoholic Beverages","29896.01","114.03","29.90","12.25","7.23","58.66","163.48","0.13","18.96","19.61"
"J B Chemicals and Pharmaceuticals Ltd","Pharmaceuticals","29797.85","53.92","7.53","10.19","8.46","31.81","37.22","0.64","34.57","35.66"
"Bandhan Bank Ltd","Private Banks","29366.40","13.17","-0.31","1.36","1.40","4.15","1.98","0.82","1.58","13.84"
"Brigade Enterprises Ltd","Real Estate","29328.91","64.94","19.83","8.24","5.79","24.18","87.82","0.16","54.69","19.56"
"Sun Tv Network Ltd","TV Channels & Broadcasters","29160.29","15.15","19.95","2.77","6.08","7.63","13.43","2.26","12.81","48.85"
"Emami Ltd","FMCG - Personal Products","29092.73","40.21","51.44","11.84","8.03","29.22","37.35","1.20","13.72","16.49"
"Whirlpool of India Ltd","Home Electronics & Appliances","29058.72","133.89","46.02","7.56","4.16","49.66","47.63","0.22","-0.90","17.11"
"Sundram Fasteners Ltd","Auto Parts","28887.40","55.37","28.42","8.39","5.05","31.37","49.07","0.50","5.46","24.83"
"Piramal Pharma Ltd","Pharmaceuticals","28770.91","1614.53","53.46","3.64","3.42","24.01","28.64","0.05","109.15","0.14"
"TVS Holdings Ltd","Auto Parts","28664.44","35.81","55.44","4.10","0.71","14.64","-","0.66","34.93","357.95"
"Tata Chemicals Ltd","Diversified Chemicals","28656.26","106.93","0.89","1.24","1.78","14.46","9.50","1.33","-88.43","10.52"
"Bayer Cropscience Ltd","Fertilizers & Agro Chemicals","28524.52","38.52","14.21","10.01","5.50","26.43","29.98","2.21","-2.33","164.77"
"Hindustan Copper Ltd","Mining - Copper","28270.95","95.73","-21.42","12.37","15.96","47.19","96.80","0.31","-0.05","3.05"
"Motherson Sumi Wiring India Ltd","Cables","28268.56","44.29","-10.07","16.86","3.39","27.70","35.74","1.25","31.06","1.44"
"Himadri Speciality Chemical Ltd","Commodity Chemicals","28224.79","68.71","55.49","9.28","6.68","40.86","69.73","0.09","75.06","8.88"
"Global Health Ltd","Hospitals & Diagnostic Centres","28075.29","77.79","-25.24","9.86","11.78","45.16","82.42","-","33.19","13.45"
"Poonawalla Fincorp Ltd","Consumer Finance","28049.24","16.67","-27.02","3.43","5.11","19.32","-","0.55","145.13","21.88"
"Authum Investment & Infrastructure Ltd","Specialized Finance","27956.50","6.52","77.72","2.70","10.48","6.76","8.53","-","-0.45","252.28"
"Gillette India Ltd","FMCG - Personal Products","27681.79","67.24","33.75","27.99","10.41","41.66","59.84","1.53","15.75","126.35"
"Delhivery Ltd","Logistics","27565.26","-110.62","-17.03","3.01","3.20","46.95","58.35","-","76.87","-3.40"
"ICICI Securities Ltd","Investment Banking & Brokerage","27195.35","16.05","15.60","6.99","5.39","13.79","-","3.45","52.25","52.43"
"Inox Wind Ltd","Heavy Electrical Equipments","27129.35","-670.85","38.78","12.38","15.08","99.77","-","-","95.20","-0.31"
"Dr. Lal PathLabs Ltd","Hospitals & Diagnostic Centres","27118.80","75.81","44.74","14.38","11.81","39.00","50.66","0.55","49.65","42.88"
"Mangalore Refinery and Petrochemicals Ltd","Oil & Gas - Refining & Marketing","27098.68","7.53","-31.14","2.04","0.30","5.03","3.85","1.94","35.46","20.52"
"Angel One Ltd","Investment Banking & Brokerage","26709.94","23.73","3.73","8.79","6.24","12.41","-","1.09","25.60","134.45"
"Carborundum Universal Ltd","Industrial Machinery","26677.97","57.84","7.00","8.17","5.53","30.76","44.35","0.29","11.30","24.26"
"Gland Pharma Ltd","Pharmaceuticals","26481.37","34.28","-9.80","3.04","4.54","16.64","26.57","1.24","-1.22","46.90"
"ZF Commercial Vehicle Control Systems India Ltd","Auto Parts","26371.49","64.88","-1.36","9.45","6.74","37.88","136.74","0.12","27.95","214.29"
"Emcure Pharmaceuticals Ltd","Pharmaceuticals","26278.05","52.75","2.24","8.42","3.91","22.13","23.95","-","-6.44","27.52"
"Timken India Ltd","Industrial Machinery","26099.77","66.56","11.17","10.80","8.85","41.80","76.78","0.07","0.36","52.13"
"Poly Medicure Ltd","Health Care Equipment & Supplies","26070.67","100.95","67.84","17.73","18.14","61.55","97.98","-","44.01","26.91"
"Aegis Logistics Ltd","Oil & Gas - Storage & Transportation","26016.12","45.71","37.83","5.83","3.60","24.53","39.69","0.44","22.95","16.21"
"Sumitomo Chemical India Ltd","Commodity Chemicals","25838.28","69.92","28.67","10.57","8.79","44.40","34.12","1.14","-26.41","7.40"
"SKF India Ltd","Industrial Machinery","25543.85","46.29","12.20","9.52","5.48","29.98","40.93","2.51","5.13","111.70"
"NBCC (India) Ltd","Construction & Engineering","25531.20","63.58","5.65","10.58","2.39","35.72","349.50","0.44","50.59","1.49"
"Crompton Greaves Consumer Electricals Ltd","Home Electronics & Appliances","25511.06","57.99","28.71","7.40","3.46","32.90","30.25","0.76","-5.75","6.88"
"Five-Star Business Finance Ltd","Consumer Finance","25279.61","30.24","27.00","4.87","11.52","26.24","-","-","38.25","28.64"
"Grindwell Norton Ltd","Industrial Machinery","25207.62","65.71","10.39","12.20","9.15","41.98","68.51","0.75","6.01","34.65"
"Pfizer Ltd","Pharmaceuticals","25168.11","45.65","32.51","7.00","10.57","28.12","97.99","0.64","-11.64","120.50"
"Narayana Hrudayalaya Ltd","Hospitals & Diagnostic Centres","25100.09","31.80","-1.23","8.70","4.93","20.50","23.53","0.33","30.19","38.62"
"CESC Ltd","Power Generation","24928.68","18.11","32.16","2.08","1.44","8.72","10.60","2.40","2.50","10.33"
"Hatsun Agro Product Ltd","FMCG - Foods","24846.46","92.96","-0.09","15.80","3.10","29.83","-","0.54","60.01","12.00"
"KEC International Ltd","Construction & Engineering","24819.16","71.57","27.07","6.06","1.24","20.26","79.77","0.41","97.00","13.49"
"Ratnamani Metals and Tubes Ltd","Building Products - Pipes","24712.69","39.68","22.43","7.68","4.82","25.40","48.34","0.40","22.00","88.85"
"PNB Housing Finance Ltd","Home Financing","24624.01","16.33","22.74","1.64","3.49","38.42","-","-","26.73","65.05"
"Nuvama Wealth Management Ltd","Diversified Financials","24544.75","39.25","31.95","8.47","7.77","19.70","-","-","103.26","177.73"
"Laurus Labs Ltd","Pharmaceuticals","24232.52","150.93","3.78","5.89","4.78","33.18","36.40","0.18","-79.71","2.98"
"Firstsource Solutions Ltd","Outsourced services","24184.98","46.99","72.43","6.54","3.79","24.72","37.51","1.01","0.19","7.39"
"Triveni Turbine Ltd","Heavy Electrical Equipments","23677.06","87.98","40.19","24.63","13.80","59.48","87.37","0.48","40.97","8.47"
"Natco Pharma Ltd","Pharmaceuticals","23646.09","17.03","29.08","4.04","5.73","12.04","19.52","-","95.82","76.79"
"Anant Raj Ltd","Real Estate","23602.43","90.47","91.74","6.41","15.52","64.47","-","0.11","58.30","7.83"
"Jyoti CNC Automation Ltd","Computer Hardware","23495.08","155.74","26.85","17.22","17.47","76.16","-","-","761.11","11.59"
"Piramal Enterprises Ltd","Diversified Financials","23448.17","-13.93","21.50","0.88","2.27","-","887.18","0.96","-124.58","-72.67"
"EIH Ltd","Hotels Resorts & Cruise Lines","23438.65","36.67","-19.92","5.74","8.57","21.57","32.93","0.32","103.17","10.22"
"Amara Raja Energy & Mobility Ltd","Batteries","23321.09","24.96","9.83","3.43","1.97","13.01","18.42","0.78","23.44","52.81"
"Tejas Networks Ltd","Telecom Equipments","23230.91","368.86","21.62","7.38","9.16","74.05","-","-","240.26","2.68"
"CPSE ETF","Equity","23025.67","-","9.82","-","-","-","-","0.00","-","-"
"Shyam Metalics and Energy Ltd","Iron & Steel","22979.89","22.21","35.43","2.23","1.72","13.27","12.81","0.54","16.13","38.82"
"Computer Age Management Services Ltd","Diversified Financials","22474.26","63.55","39.94","24.54","19.09","40.24","55.98","1.02","23.68","72.07"
"Atul Ltd","Diversified Chemicals","22353.36","69.20","28.52","4.33","4.66","31.42","33.49","0.26","-37.04","109.41"
"Kansai Nerolac Paints Ltd","Paints","22307.71","18.82","-0.40","3.98","2.61","11.80","24.70","1.36","150.31","14.66"
"Gujarat State Petronet Ltd","Gas Distribution","22015.53","13.27","29.51","1.53","1.25","6.65","7.85","1.28","1.10","29.41"
"Amber Enterprises India Ltd","Home Electronics & Appliances","21644.03","162.87","69.11","10.23","3.19","41.18","22.43","-","-15.47","39.44"
"ITI Ltd","Telecom Equipments","21576.72","-37.93","-23.44","12.09","16.49","-","22.16","-","-55.83","-5.96"
"Bikaji Foods International Ltd","FMCG - Foods","21477.78","80.83","64.77","17.66","9.11","51.19","87.78","-","93.72","10.65"
"Alembic Pharmaceuticals Ltd","Pharmaceuticals","21358.55","34.68","15.57","4.43","3.41","22.63","26.59","1.01","80.07","31.33"
"Krishna Institute of Medical Sciences Ltd","Hospitals & Diagnostic Centres","21299.40","68.68","33.04","10.18","8.48","34.49","40.87","-","-7.79","7.75"
"Aditya Birla Sun Life Amc Ltd","Asset Management","21207.09","27.18","38.74","6.69","12.93","20.33","30.97","1.83","30.83","27.09"
"Affle (India) Ltd","Advertising","21055.66","70.83","40.73","8.43","11.08","47.94","80.28","-","18.49","21.76"
"Jindal SAW Ltd","Building Products - Pipes","20962.71","12.50","32.62","2.23","0.99","7.19","8.08","0.61","160.43","26.22"
"Castrol India Ltd","Commodity Chemicals","20895.21","24.18","1.39","9.85","4.05","15.43","24.49","-","6.01","8.74"
"Jupiter Wagons Ltd","Rail","20581.79","62.08","25.06","12.61","5.61","40.46","-","0.12","165.99","8.29"
"Devyani International Ltd","Restaurants & Cafes","20448.63","432.59","1.81","15.16","5.70","40.23","34.51","-","-82.17","0.39"
"Vinati Organics Ltd","Specialty Chemicals","20353.71","63.02","18.38","8.27","10.50","39.86","61.34","0.36","-23.28","31.29"
"KIOCL Ltd","Iron & Steel","20338.39","-244.16","-23.34","10.60","10.68","-","194.20","-","14.70","-1.37"
"Nexus Select Trust","Real Estate","20173.74","33.70","8.47","1.35","10.07","17.02","16.57","1.57","-","7.90"
"Mindspace Business Parks REIT","Real Estate","20155.50","38.39","8.36","1.35","8.14","15.60","13.20","1.40","85.12","8.85"
"Signatureglobal (India) Ltd","Real Estate","20105.67","1244.16","17.76","31.94","15.18","377.83","217.59","-","122.76","1.22"
"Kajaria Ceramics Ltd","Building Products - Ceramics","20096.98","47.61","5.02","7.51","4.35","26.70","33.40","0.95","22.51","26.51"
"Aster DM Healthcare Ltd","Hospitals & Diagnostic Centres","20020.46","154.86","0.63","3.98","5.37","35.84","126.86","0.50","-69.57","2.59"
"Kalpataru Projects International Ltd","Power Infrastructure","19981.69","39.21","4.28","3.91","1.01","12.21","23.70","0.65","10.81","31.37"
"Elgi Equipments Ltd","Industrial Machinery","19888.86","63.77","0.12","12.35","6.07","35.86","69.13","0.32","-15.89","9.84"
"Ramco Cements Limited","Cement","19821.39","55.07","3.67","2.74","2.11","15.35","10.40","0.30","14.44","15.23"
"JBM Auto Ltd","Auto Parts","19565.76","109.40","-6.59","16.41","3.88","35.24","95.54","0.09","43.79","15.12"
"Century Plyboards (India) Ltd","Wood Products","19530.12","59.84","37.43","8.85","4.97","35.82","77.60","-","-13.25","14.60"
"CIE Automotive India Ltd","Auto Parts","19499.23","17.33","3.25","3.26","2.01","10.55","14.10","0.97","926.02","29.66"
"Finolex Cables Ltd","Cables","19493.65","29.91","26.42","3.94","3.65","18.95","33.79","-","29.23","42.61"
"Concord Biotech Ltd","Pharmaceuticals","19284.43","62.59","14.25","12.63","18.29","40.49","72.64","0.47","28.33","29.45"
"Jai Balaji Industries Ltd","Iron & Steel","19193.77","21.82","5.66","12.76","2.90","17.46","22.88","-","1159.40","56.91"
"Blue Dart Express Ltd","Logistics","19042.50","63.26","28.33","13.93","3.58","21.74","22.49","0.31","-18.76","126.86"
"Cyient Ltd","Software Services","18959.04","27.77","-9.52","4.16","2.63","14.59","26.11","1.75","32.39","61.66"
"Ircon International Ltd","Construction & Engineering","18950.45","20.39","-11.57","3.21","1.47","10.59","-","1.54","21.48","9.88"
"Relaxo Footwears Ltd","Footwear","18908.13","94.32","-7.57","9.45","6.42","43.25","80.42","0.39","29.78","8.05"
"PTC Industries Ltd","Iron & Steel","18828.14","445.95","59.29","29.16","69.67","219.13","-","-","55.47","30.35"
"Chambal Fertilisers and Chemicals Ltd","Fertilizers & Agro Chemicals","18824.65","14.76","23.51","2.57","1.03","7.81","5.66","1.60","25.71","31.24"
"Bombay Burmah Trading Corporation Ltd","Tea & Coffee","18820.27","27.50","70.67","2.83","1.08","6.35","9.23","0.04","140.83","98.03"
"Sobha Ltd","Real Estate","18758.00","381.96","-0.87","7.46","5.83","50.32","28.97","0.15","-52.87","5.04"
"Welspun Corp Ltd","Iron & Steel","18686.22","16.83","26.95","3.25","1.05","9.30","14.31","-","436.49","42.45"
"Finolex Industries Ltd","Building Products - Pipes","18645.26","39.37","18.25","3.31","4.11","21.30","52.77","0.83","89.24","7.66"
"Cello World Ltd","FMCG - Household Products","18559.86","56.06","-5.97","13.55","9.16","35.51","80.28","0.17","19.13","16.26"
"V Guard Industries Ltd","Electrical Components & Equipments","18526.41","71.92","24.96","10.21","3.79","40.89","47.17","0.33","35.75","5.94"
